chromosome,position,stringtie_id,remove_st,DTS_checked,WRF_checked,spliced_in_intron,isoseq_hq_id,pinfish_id,isoseq_singleton_id,manual,NCBItxome,PleuroTranscripts,augustus,gene_name,interesting,comment,Timestamp
c1,2332247,,,y,,,,,,,GHXS01091792.1,,,,,,08/21/2020
c1,2334405,B1_LR.255,,y,,y,,,,,,,,,,,
c1,2337812,B1_LR.256,,y,,y,,,,,,,,,,FORWARD STRAND,
c1,2339129,B1_LR.257,,y,,,,,PBsin.189.13,,,,,,,,
c1,2346261,,,,y,,PB.215.8,,,,,,,,,missing,
c1,2348890,B1_LR.258,,y,,,,,,,,,,Kynurenine aminotransferase group 2,,,
c1,2351322,B1_LR.259,,y,,,,,,,,,,,,,
c1,2353963,,,y,,,,,PBsin.195.84,,,,,,,,
c1,2355648,B1_LR.260,,y,,,,,,,,,,,,,
c1,2366890,B1_LR.261,,y,,,,,,,,,,,,,
c1,2374916,B1_LR.262,,y,,,,,,,,,,,,FORWARD STRAND,
c1,2380510,B1_LR.263,,y,,,,,,,,,,,,,
c1,2396326,B1_LR.264,,y,,,,,,,,,,,,,
c1,2398760,B1_LR.265,,y,,,PB.223,,,,,,,,,,
c1,2415569,B1_LR.266,,y,,,,,PBsin.195.87,,,,,,,,
c1,2421515,,,y,,,,4093d453-221b-4ddb-833c-42a78b418ee4,,,,,,,,mm,
c1,2426029,B1_LR.267,,y,,,,,,,,,,,,,
c1,2430748,,,y,,,,,,,,scaffold2927_1_size11349_gene_18689Barcelona,,,,,08/21/2020
c1,2436409,B1_LR.268,,y,,,,,,,,,,,,,
c1,2436409,B1_LR.269,y,y,,,,,,,,,,,,,
c1,2455942,,,y,,,,,PBsin.194.40,,,,,,,,
c1,2458134,B1_LR.270,,y,,,,,,,,,,,,,
c1,2471137,B1_LR.271,,y,,y,,,,,,,,,,,
c1,2477052,B1_LR.272,,y,,y,,,,,,,,,,,
c1,2480177,B1_LR.273,,y,,y,,,,,,,,,,,
c1,2491583,B1_LR.274,,y,,y,,,,,,,,,,,
c1,2496458,B1_LR.275,,y,,y,,,,,,,,,,,
c1,2499147,B1_LR.276,,y,,y,,,,,,,,,,,
c1,2502035,,,,y,sense,,a2422e6f-5a5d-4fc9-a9de-376a8ff7ca2f,,,,,,,,,05/18/2020 13:27
c1,2503740,,,y,,,PB.233.6,,,,,,,,,,05/18/2020 13:27
c1,2506038,B1_LR.277,,y,y,,,,,,,,,,,,05/18/2020 13:24
c1,2510992,B1_LR.278,y,y,y,,,,PBsin.200.29,,,,,,,no strand,06/01/2020 08:29
c1,2512716,B1_LR.279,,y,,,,,,,,,,,,FORWARD STRAND,
c1,2515836,,,y,,y,,,PBsin.202.1,,,,,,,,
c1,2530116,,,y,,y,,,PBsin.204.1,,,,,,,,
c1,2534468,B1_LR.280,,y,,,,,,,,,,,,,
c1,2541824,B1_LR.281,,y,,,,,,,,,,,,FORWARD STRAND,
c1,2543521,B1_LR.282,,y,y,,PB.238.3,,,,,,,,,,06/01/2020 01:18
c1,2550463,B1_LR.283,y,y,y,,PB.238.6,,,,,,,,,,06/01/2020 01:18
c1,2557231,,,,y,,PB.239.1,,,,,,,,,,06/01/2020 01:18
c1,2568248,B1_LR.284,,y,,,,,,,,,,,,,
c1,2572461,B1_LR.285,,y,,,,,,,,,,,,,
c1,2576823,,,y,,,,,PBsin.210.1,,,,,,,,
c1,2586908,B1_LR.286,,y,,,,,,,,,,,,,
c1,2588081,B1_LR.287,,y,,,,,,,,,,,,,
c1,2589266,B1_LR.288,,y,,,,,,,,,,,,REVERSE STRAND,
c1,2590229,B1_LR.289,,y,,,,,,,,,,,,,
c1,2594576,,,y,,,,,PBsin.212.1,,,,,,,,
c1,2595691,B1_LR.290,,y,,,,,,,,,,,,,
c1,2595699,,,y,,,,"59675b78-7c02-42d6-a16f-3a8c5d637b93, baaadce0-4b08-4b0f-8b1a-3e4819182b1d",PBsin.213.5,,,,,,,,
c1,2600334,B1_LR.291,,y,,,,,,,,,,,,,
c1,2610386,B1_LR.292,,y,,,,,PBsin.216.2,,,,,,,,
c1,2616016,,,y,,,,,PBsin.217.1,,,,,,,,
c1,2647282,,,y,,,,,PBsin.218.1,,,,,,,,
c1,2652398,B1_LR.293,,y,,,,,,,,,,,,REVERSE STRAND,
c1,2655535,B1_LR.294,,y,,,,,,,,,,,,,
c1,2671614,,,y,,,,a23d31f7-2308-465e-a9ba-38a26c91c53c,,,,,,,,,
c1,2676819,B1_LR.295,,y,,,,,,,,,,,,,
c1,2679203,B1_LR.296,,y,,,,,,,,,,,,FORWARD STRAND,
c1,2681303,B1_LR.297,,y,,,,,,,,,,,,FORWARD STRAND,
c1,2686709,B1_LR.298,,y,,,,,,,,,,,,,
c1,2690055,B1_LR.299,,y,,,,,,,,,,,,,
c1,2690055,B1_LR.300,y,y,,,,,,,,,,,,,
c1,2693551,,,y,,,PB.253,,,,,,,,,,
c1,2695135,,,y,,,,,PBsin.226.1,,,,,,,,06/01/2020 01:15
c1,2704319,,,y,,y,,1fa53f4f-d76d-4c7a-85eb-6d3b52606eb1,,,,,,,,,
c1,2704945,B1_LR.301,,y,,,,,PBsin.232.3,,,,,,,,06/01/2020 01:14
c1,2714069,"B1_LR.302, B1_LR.303",,y,,,,,PBsin.227,,,,,,,,
c1,2714069,B1_LR.303,y,y,,,,,,,,,,,,,
c1,2720638,B1_LR.304,,y,,,,,,,,,,,,FORWARD STRAND,
c1,2727735,B1_LR.305,,y,,y,,,,,,,,,,,
c1,2734797,B1_LR.306,,y,,y,,,,,,,,,,,
c1,2756898,B1_LR.307,,y,,y,,,,,,,,,,,
c1,2765178,B1_LR.308,,y,,y,,,,,,,,,,,
c1,2765386,B1_LR.309,,y,,y,,,,,,,,,,,
c1,2776800,B1_LR.310,,y,,y,,,,,,,,AB hydrolase family,,,
c1,2781307,,,y,,,,,PBsin.233.1,,,,,,,,
c1,2786518,,,y,,,,,,,GHXS01098691.1,,,,,,08/21/2020
c1,2793175,B1_LR.311,,y,,y,,,,,,,,,,REVERSE STRAND,
c1,2805135,B1_LR.312,,y,,,,,,,,,,,,,
c1,2805770,,,y,,,,,,,GHXS01081107.1,,,,,,08/21/2020
c1,2809704,B1_LR.313,,y,,,PB.261,,,,,,,,,,
c1,2811293,B1_LR.314,,y,,,PB.263,,,,,,,,,,
c1,2816845,,,y,,,,,PBsin.236.1,,,,,,,,
c1,2820910,,,y,,,,e9ef4d18-14e8-4379-832b-f9aa1f31381d,,,,,,,,,
c1,2821927,B1_LR.315,,y,,,,,,,,,,,,,
c1,2827553,B1_LR.316,,y,,,,,,,,,,,,REVERSE STRAND,
c1,2829821,B1_LR.317,,y,,,,,,,,,,,,FORWARD STRAND,
c1,2831306,B1_LR.318,,y,,,,,,,,,,,,,
c1,2834968,B1_LR.319,,y,,,,,,,,,,,,,
c1,2842563,B1_LR.320,,y,,,,,,,,,,,,REVERSE STRAND,
c1,2851968,B1_LR.321,,y,,,PB.268,,,,,,,,,,
c1,2851968,,,y,,y,,,PBsin.243,,,,,,,,
c1,2851968,B1_LR.322,y,y,,,,,,,,,,,,,
c1,2888669,B1_LR.323,,y,,,,,,,,,,,,FORWARD STRAND,
c1,2893384,B1_LR.324,y,y,,,PB.270,,,,,,,,,,07/29/2020 08:52
c1,2893384,B1_LR.325,y,y,,,,,,,,,,,,,
c1,2898243,B1_LR.326,,y,,,,,,,,,,,,,
c1,2901600,B1_LR.331,,y,,,,ad6f7899-502b-4adf-a0e2-a24a5cb1cd2f,,,,,,,,,
c1,2901841,B1_LR.327,,y,,,,,,,,,,,,FORWARD STRAND,
c1,2904577,B1_LR.328,,y,,,,,,,,,,,,,
c1,2908726,B1_LR.329,,y,,,,,,,,,,,,,
c1,2916729,B1_LR.330,,y,,,,,,,,,,,,,
c1,2938172,,,y,,y,,,PBsin.250,,,,,,,,
c1,2943249,,,y,,y,,f86a2dd9-7057-4aba-9f92-8523cd384397,,,,,,,,,
c1,2956233,B1_LR.332,,y,,,,,,,,,,,,,
c1,2962311,B1_LR.333,,y,,,,,,,,,,,,FORWARD STRAND,
c1,2966071,B1_LR.334,,y,,,,,,,,,,,,FORWARD STRAND,
c1,2968764,B1_LR.335,,y,,,,,,,,,,,,,
c1,2973367,,,y,,,,,PBsin.254.1,,,,,,,,
c1,2974706,B1_LR.336,,y,,,,,,,,,,,,,
c1,2982993,,,y,,,,,PBsin.254.7,,,,,,,,
c1,2988334,,,y,,,,,,,,scaffold998_1_size30904_gene_9088Barcelona,,,,,08/21/2020
c1,2996294,,,y,,,,,PBsin.257,,,,,,,,
c1,2996294,B1_LR.337,,y,,y,,,,,,,,,,REVERSE STRAND,
c1,3000529,,,y,,y,,,PBsin.259.1,,,,,,,DELETE,
c1,3000852,,,y,,,,,PBsin.254.12,,,,,,,,
c1,3001147,,,y,,y,,bc5ff20f-5a23-4f55-adee-0d1b36de0096,,,,,,,,,
c1,3008596,B1_LR.338,,y,,y,,,,,,,,,,,
c1,3012139,B1_LR.339,,y,,,,,,,,,,,,,
c1,3027201,B1_LR.340,,y,,y,,,,,,,,,,,
c1,3031099,B1_LR.341,,y,,,,,,,,,,,,,
c1,3035743,B1_LR.342,,y,,,,,,,,,,,,,
c1,3043773,B1_LR.343,,y,,,,,,,,,,,,,
c1,3051663,B1_LR.344,,y,,y,,,,,,,,,,,
c1,3063027,,,y,,,,,PBsin.254.16,,,,,,,,
c1,3063827,,,y,,,,e59ed3db-b975-4e54-aaf2-99d679d88c75,,,,,,,,,
c1,3072301,B1_LR.345,,y,,,,,,,,,,,,,
c1,3083364,B1_LR.347,,y,,y,PB.279.24,,,,,,,,,,
c1,3089016,,,y,,,,1b2d15d5-a2eb-4d8d-9406-1cb7767072a8,,,,,,,,,
c1,3090117,B1_LR.348,,y,,y,,,,,,,,,,,
c1,3093567,B1_LR.346,y,y,,,,8f5f115b-6999-4e6b-be8f-b14d9679823e,,,,,,,,,
c1,3098623,,,y,,,,,"PBsin.254.69, PBsin.254.71, PBsin.254.72",,,,,,,,
c1,3104993,B1_LR.349,,y,,,,,,,,,,,,,
c1,3116771,B1_LR.350,,y,,,,,,,,,,,,FORWARD STRAND,
c1,3123791,B1_LR.351,,y,y,,,,,,,,,Dynein heavy chain 8a,,appears to have frameshift,05/03/2020 06:44
c1,3142900,B1_LR.352,,y,,,,,,,,,,,,,
c1,3145811,B1_LR.353,,y,,,,,,,,,,,,,
c1,3149011,B1_LR.354,,y,,,,,,,,,,,,,
c1,3154292,,,y,,,,,PBsin.254.119,,,,,,,,
c1,3160789,,,y,,,,,,,,scaffold7289_1_size4212_gene_28971Barcelona,,,,,08/21/2020
c1,3167911,B1_LR.355,,y,,,,,PBsin.254.124,,,,,,,,
c1,3193716,B1_LR.356,,y,,,,,PBsin.254.139,,,,,,,,
c1,3215062,,,y,,,,,PBsin.266.1,,,,,,,,
c1,3215077,B1_LR.357,,y,,,,,,,,,,,,,
c1,3221139,B1_LR.358,y,y,,,,3c34f1f0-4ae5-441a-9be1-9ed0540d4d27,,,,,,,,,
c1,3225285,,,y,,,,8f7cbecc-7ec8-4677-af92-6006bcb811a6,,,,,,,,,
c1,3227493,,,y,,,,c522f4be-da29-4b08-8a27-1c64432bb86c,,,,,,,,,
c1,3231469,B1_LR.359,,y,,,,,,,,,,,,,
c1,3254290,,,y,,,,87e8f34c-a684-48f0-a644-b8447bf5e1d9,,,,,,,,,
c1,3256507,B1_LR.360,,y,,,,,,,,,,,,FORWARD STRAND,
c1,3259571,B1_LR.361,,y,,,,,,,,,,,,,
c1,3270174,,,y,,,,,,,GHXS01029893.1,,,,,,08/21/2020
c1,3276250,B1_LR.362,,y,,,,,,,,,,,,,
c1,3279178,B1_LR.363,,y,,,,,,,,,,,,,
c1,3280046,B1_LR.364,,y,y,,PB.292.1,,,,,,,,,,
c1,3282654,B1_LR.365,,y,,,,,,,,,,,,,
c1,3284384,B1_LR.366,,y,,y,,,,,,,,,,,
c1,3293830,B1_LR.367,,y,,,PB.293,,"PBsin.267.7, PBsin.267.8",,,,,,,,
c1,3309445,,,y,,,,,PBsin.268.1,,,,,,,,
c1,3322936,B1_LR.368,,y,y,,,,,,,,,,,,05/03/2020 05:14
c1,3330714,,,y,,,,,PBsin.270.1,,,,,,,,
c1,3334237,B1_LR.369,,y,,,,,,,,,,,,FORWARD STRAND,
c1,3335615,B1_LR.370,,y,,,,,,,,,,,,FORWARD STRAND,
c1,3337017,B1_LR.374,y,y,y,,,,,GHXS01071685.1_mod,,,,Dynein heavy chain,,08/15/2020 09:55,
c1,3341643,B1_LR.371,,y,,,,,,,,,,,,,
c1,3351051,B1_LR.372,,y,,,,,,,,,,,,FORWARD STRAND,
c1,3362868,B1_LR.373,,y,,y,,,,,,,,,,,
c1,3399306,B1_LR.375,,y,,,,,,,,,,,,,
c1,3409378,B1_LR.376,,y,,,,,,,,,,,,,
c1,3431703,,,y,,,,,,,,scaffold225_1_size77398_gene_2408Barcelona,,,,,08/21/2020
c1,3432923,B1_LR.377,,y,,,,,,,,,,,,,
c1,3437659,B1_LR.378,,y,,,,,PBsin.278.1,,,,,,,,
c1,3437659,B1_LR.379,y,y,,,,,,,,,,,,,
c1,3447261,B1_LR.380,,y,,,"PB.301.35, PB.301.36, PB.301.37, PB.301.38, PB.301.39",,,,,,,,,,
c1,3460002,B1_LR.381,,y,,,,,,,,,,,,,
c1,3478123,B1_LR.382,,y,,,,,,,,,,,,,
c1,3481716,B1_LR.383,,y,,,,,,,,,,,,,
c1,3483896,B1_LR.384,,y,,,,,,,,,,,,,
c1,3488095,,,y,,,,,PBsin.282.1,,,,,,,,
c1,3491177,B1_LR.385,,y,,y,,,,,,,,,,,
c1,3492119,B1_LR.386,,y,,y,,,,,,,,,,,
c1,3493405,B1_LR.387,,y,,y,,,,,,,,,,FORWARD STRAND,
c1,3494807,,,y,,y,,f8a483c9-74b5-406c-bdfd-f566038bb981,,,,,,,,,
c1,3497658,B1_LR.388,,y,,,,,,,,,,,,FORWARD STRAND,
c1,3498977,B1_LR.389,,y,,,,,,,,,,,,FORWARD STRAND,
c1,3501167,B1_LR.390,,y,,,,,,,,,,,,,
c1,3506301,B1_LR.391,,y,,,,,,,,,,,,,
c1,3509307,B1_LR.392,,y,,,,,,,,,,,,,
c1,3511932,B1_LR.393,,y,,,,,,,,,,,,,
c1,3516949,B1_LR.394,,y,,y,,,,,,,,,y,spliced in an intron on antisense,
c1,3516949,B1_LR.395,y,y,,,,,,,,,,,,,
c1,3547887,,,y,,,,,PBsin.274.73,,,,,,,,
c1,3552388,,,y,,,,,,,,scaffold781_1_size37449_gene_7557Barcelona,,,,,08/21/2020
c1,3557663,,,y,,,,,,,,scaffold781_1_size37449_gene_7559Barcelona,,,,,08/21/2020
c1,3573072,B1_LR.395.1,,y,,,,,,,,,,,,,
c1,3577975,,,y,,y,,f2c7a225-2a3b-4884-b754-80628ce3069c,,,,,,,y,,
c1,3577975,B1_LR.396,y,y,,,,,,,,,,,,,
c1,3579598,,,y,,,,,,,GHXS01058493.1,,,,,,08/21/2020
c1,3597309,,,y,,,,,,,,C4325506_gene_21930Marineland,,,,,08/21/2020
c1,3597861,,,y,,,,,,,,scaffold5659_1_size5522_gene_25938Barcelona,,,,,08/21/2020
c1,3601273,,,y,,y,,,PBsin.285.1,,,,,,,,
c1,3605873,B1_LR.397,,y,,,,,,,,,,,,,
c1,3610737,,,y,,y,,,PBsin.286.3,,,,,,,,
c1,3615913,B1_LR.398,,y,,,,,,,,,,,,,
c1,3618715,,,y,,,,,,,GHXS01081639.1,,,,,,08/21/2020
c1,3623809,B1_LR.399,,y,,,PB.314.1,,,,,,,,,,
c1,3629408,B1_LR.400,,y,,,,,,,,,,,,FORWARD STRAND,
c1,3630268,B1_LR.401,,y,,,PB.315.1,,,,,,,,,,
c1,3633173,B1_LR.402,,y,,,,,"PBsin.317.1, PBsin.317.3",,,,,,,,
c1,3641067,,,y,,y,,d9a52abb-b7a6-4195-ac1d-e261d7da44ba,,,,,,,,,
c1,3643977,B1_LR.403,,y,,,,,,,,,,,,,
c1,3646754,B1_LR.404,,y,,,PB.319.1,,,,,,,,,,
c1,3651211,B1_LR.405,,y,,,,,,,,,,,,,
c1,3652241,B1_LR.406,,y,,,,,,,,,,,,,
c1,3652241,B1_LR.407,y,y,,,,,,,,,,,,,
c1,3655534,,,y,,,PB.322,,,,,,,,,,
c1,3659070,,,y,,,PB.323.1,,,,,,,,,,
c1,3661743,B1_LR.408,,y,,,,,PBsin.294.3,,,,,,,,
c1,3661743,B1_LR.409,y,y,,,,,,,,,,,,,
c1,3673271,,,y,,,PB.325,,,,,,,,,,
c1,3674722,,,y,,,PB.326,,,,,,,,,,
c1,3676399,,,y,,,,,PBsin.297.1,,,,,,,,
c1,3678647,,,y,,,,,PBsin.298.1,,,,,,,,
c1,3687089,,,y,,,,,,,GHXS01052018.1,,,,,,08/21/2020
c1,3688099,B1_LR.410,,y,,,,,,,,,,,,,
c1,3691602,B1_LR.411,,y,,,,,,,,,,,,,
c1,3694272,B1_LR.412,,y,,,PB.329,,,,,,,,,,
c1,3701281,B1_LR.413,,y,,,,,,,,,,,,,
c1,3701281,B1_LR.414,y,y,,,,,,,,,,,,,
c1,3707225,,,y,,,,,,,GHXS01018973.1,,,,,,08/21/2020
c1,3714095,,,y,,,"PB.332.3, PB.332.1, PB.332.2",,,,,,,,y,,
c1,3734945,,,y,,,PB.339.1,,,,,,,,y,,
c1,3737286,,,y,,,PB.332.10,,,,,,,,y,,
c1,3742672,B1_LR.415,,y,,,,,,,,,,,,,
c1,3742672,B1_LR.416,y,y,,,,,,,,,,,,,
c1,3747663,,,y,,,"PB.332.23, PB.332.24, PB.332.26, PB.332.25",,,,,,,,,,
c1,3747663,B1_LR.417,y,y,,,,,,,,,,,,,
c1,3752765,,,y,,,PB.332.27,,,,,,,,,,
c1,3755098,B1_LR.418,,y,,,,,,,,,,,,,
c1,3762068,B1_LR.419,,y,,,,,,,,,,,,,
c1,3771319,,,y,,,,,PBsin.304.51,,,,,,,,
c1,3771319,B1_LR.420,y,y,,,,,,,,,,,,,
c1,3773908,B1_LR.421,,y,,,,,,,,,,,,,
c1,3773908,B1_LR.422,y,y,,,,,,,,,,,,,
c1,3789573,,,y,,,PB.332.28,881e3207-1fd4-4343-bfec-76f8a2e5024c,,,,,,,,,
c1,3789573,,,y,,,,,"PBsin.304.54, PBsin.304.55, PBsin.304.58",,,,,,,,
c1,3789573,B1_LR.423,y,y,,,,,,,,,,,,,
c1,3815120,B1_LR.424,,y,,,,,,,,,,,,REVERSE STRAND,
c1,3829389,B1_LR.425,,y,,,,,,,,,,,,,
c1,3836268,,,y,,,,,PBsin.315.16,,,,,,,,
c1,3841335,B1_LR.426,,y,,,,,,,,,,,,,
c1,3843333,B1_LR.427,,y,,,,,,,,,,,,,
c1,3856297,B1_LR.428,,y,,,,,,,,,,,,,
c1,3857915,B1_LR.429,,y,,y,,,,,,,,,,,
c1,3862647,B1_LR.430,,y,,y,PB.332.38,,,,,,,,,,
c1,3865172,,,y,,y,,e084fbc0-2b10-4b79-b13c-93d8ce3d726b,,,,,,,,,
c1,3880803,B1_LR.431,,y,,,,,,,,,,,,,
c1,3883087,B1_LR.432,,y,,y,,,,,,,,,,,
c1,3893696,B1_LR.433,,y,,,,,,,,,,,,REVERSE STRAND,
c1,3893696,B1_LR.434,y,y,,,,,,,,,,,,,
c1,3901491,,,y,,,,,,,,scaffold2595_1_size12998_gene_17321Barcelona,,,,,08/21/2020
c1,3903824,,,y,,y,PB.333.1,,,,,,,,,,
c1,3904941,,,y,,y,PB.334.1,,,,,,,,,,
c1,3904941,B1_LR.435,y,y,,,,,,,,,,,,,
c1,3906521,B1_LR.436,,y,,y,,,,,,,,,,,
c1,3909390,B1_LR.437,,y,,,,,,,,,,,,,
c1,3909390,B1_LR.438,y,y,,,,,,,,,,,,,
c1,3913750,,,y,,y,,,PBsin.307.1,,,,,,,,
c1,3916166,,,y,,y,PB.337.2,,,,,,,,,,
c1,3921717,,,y,,y,,,PBsin.308.1,,,,,,,,
c1,3924542,,,y,,y,PB.338.1,,,,,,,,,,
c1,3928403,B1_LR.439,,y,,y,,,,,,,,,,,
c1,3934155,B1_LR.440,,y,,y,,2b09915f-acfa-4f1d-b676-95ba3b737898,,,,,,,,,
c1,3936563,B1_LR.441,,y,,y,,,,,,,,,,,
c1,3938448,,,y,,,,,,,GHXS01099768.1,,,,,,08/21/2020
c1,3945754,,,y,,y,PB.347.24,,,,,,,,,,
c1,3947715,B1_LR.442,,y,,,,,,,,,,,,,
c1,3954488,B1_LR.443,,y,,,,,,,,,,,,,
c1,3972109,,,y,,,,,PBsin.318.1,,,,,,,,
c1,3976592,B1_LR.444,,y,,,,,,,,,,,,,
c1,3991777,B1_LR.445,,y,,,,,,,,,,,,,
c1,3994540,B1_LR.446,y,y,y,,,,,GHXS01088912.1_mod,,,,,,08/15/2020 09:55,04/30/2020 13:29
c1,4001985,B1_LR.447,,y,,y,,,,,,,,,,FORWARD STRAND,
c1,4014444,,,y,,y,,,PBsin.322.1,,,,,,,,
c1,4014444,B1_LR.448,y,y,y,,,,,,,,,,,part of giant colloblast prot,04/30/2020 13:29
c1,4014444,B1_LR.449,y,y,y,,,,,,,,,,,part of giant colloblast prot,04/30/2020 13:29
c1,4014444,B1_LR.450,y,y,y,,,,,,,,,,,part of giant colloblast prot,04/30/2020 13:29
c1,4071715,B1_LR.451,,y,,,,,,,,,,,,,
c1,4075520,B1_LR.452,,y,,,,,,,,,,,,FORWARD STRAND,
c1,4076529,B1_LR.453,,y,,,,,,,,,,,,,
c1,4095649,B1_LR.454,,y,,,,,,,,,,,,,
c1,4099690,B1_LR.455,,y,,,,,,,,,,,,,
c1,4104317,B1_LR.456,,y,,,,,,,,,,,,,
c1,4106467,,,y,,,,,,,GHXS01092416.1,,,,,,08/21/2020
c1,4108822,,,y,,,,,,,,scaffold285_1_size66915_gene_3128Barcelona,,,,,08/21/2020
c1,4113642,B1_LR.457,,y,,y,,,,,,,,,,FORWARD STRAND,
c1,4116353,,,y,,,,,,,GHXS01041139.1,,,,,,08/21/2020
c1,4118081,B1_LR.458,,y,,,,,,,,,,,,FORWARD STRAND,
c1,4122301,B1_LR.459,,y,,,,,,,,,,,,FORWARD STRAND,
c1,4123548,B1_LR.460,,y,,,,,,,,,,,,,
c1,4139862,B1_LR.461,,y,,,,,,,,,,,,,
c1,4144244,,,y,,,,,,,GHXS01041341.1,,,,,,08/21/2020
c1,4150835,B1_LR.462,,y,,,,,,,,,,,,,
c1,4153680,B1_LR.463,,y,,,,,,,,,,,,,
c1,4156590,B1_LR.464,,y,,,,,,,,,,,,,
c1,4158108,B1_LR.465,,y,,,,,,,,,,,,,
c1,4164203,B1_LR.466,,y,,,,,,,,,,,,,
c1,4164203,B1_LR.467,y,y,,,,,,,,,,,,,
c1,4171193,,,y,,,,,PBsin.342.1,,,,,,,,
c1,4173873,,,y,,,,,,,,scaffold736_1_size55844_gene_7130Barcelona,,,,,08/21/2020
c1,4174601,,,y,,,,4d5e39a9-93eb-408c-89bf-a9602b1039d0,,,,,,,,,
c1,4176167,,,y,,,PB.371,,,,,,,,,,
c1,4179800,,,y,,,PB.372,,,,,,,,,,
c1,4181107,B1_LR.468,,y,,,,,,,,,,,,,
c1,4181107,B1_LR.469,y,y,,,,,,,,,,,,,
c1,4186866,,,y,,,,,PBsin.345,,,,,,,,
c1,4186866,B1_LR.470,y,y,,,,,,,,,,,,,
c1,4190865,,,y,,,,,"PBsin.346.1, PBsin.346.7, PBsin.346.4 ",,,,,,,,
c1,4207526,,,y,,,,,PBsin.346.13,,,,,,,,
c1,4213620,B1_LR.471,,y,,,,,,,,,,,,,
c1,4213620,B1_LR.472,y,y,,,,,,,,,,,,,
c1,4221389,,,y,,,,,PBsin.348.1,,,,,,,,
c1,4224814,,,y,,,,,,,,scaffold2633_1_size12782_gene_17476Barcelona,,,,,08/21/2020
c1,4227018,,,y,,,PB.379.1,,,,,,,,,,
c1,4227018,B1_LR.473,y,y,,,,,,,,,,,,,
c1,4227964,B1_LR.474,,y,,,,,,,,,,,,,
c1,4231102,B1_LR.475,,y,,,,,,,,,,,,,
c1,4231102,B1_LR.476,y,y,,,,,,,,,,,,,
c1,4235581,,,y,,,PB.382.1,,,,,,,,,,
c1,4236855,B1_LR.477,,y,,,,,"PBsin.351.2, PBsin.351.16",,,,,,,,
c1,4241580,B1_LR.478,,y,,y,,,PBsin.352.3,,,,,,,,
c1,4245932,B1_LR.479,,y,,y,,,,,,,,,,,
c1,4248621,,,y,,y,,,PBsin.354.1,,,,,,,REVERSE STRAND,
c1,4249783,,,y,,y,,,"PBsin.355.1, PBsin.355.2",,,,,,,REVERSE STRAND,
c1,4261021,B1_LR.480,,y,,y,,,,,,,,,,,
c1,4269540,B1_LR.481,,y,,,,,,,,,,,,,
c1,4277476,B1_LR.482,,y,,y,,,,,,,,,,,
c1,4283370,B1_LR.483,,y,,,PB.387.10,,,,,,,,,,
c1,4290347,,,y,,,,208ff128-896b-403e-9df3-e8d1fea4b4f6,,,,,,,,,
c1,4292002,B1_LR.484,,y,,,,,,,,,,,,,
c1,4299876,,,y,,,PB.388.1,,,,,,,,,,
c1,4305396,B1_LR.485,,y,,,,,,,,,,,,,
c1,4307768,B1_LR.486,,y,,,PB.391.1,,,,,,,,,,
c1,4317656,B1_LR.487,,y,,,,,,,,,,,,REVERSE STRAND,
c1,4319844,B1_LR.490,,y,,,,37f4005e-80fc-42da-97f9-dc02a2e719f4,PBsin.366.1,,,,,,,,
c1,4320302,B1_LR.488,,y,,,,,,,,,,,,,
c1,4320302,B1_LR.489,y,y,,,,,,,,,,,,,
c1,4336887,B1_LR.491,,y,,,,,,,,,,,,,
c1,4343152,B1_LR.492,,y,,,,,,,,,,,,,
c1,4353803,B1_LR.493,,y,,,,,PBsin.369.1,,,,,,,,
c1,4360497,B1_LR.494,,y,,,,,,,,,,,,,
c1,4369056,,,y,,,,,,,GHXS01016556.1,,,,,,08/21/2020
c1,4370980,,,y,,,,,,,,scaffold414_1_size54249_gene_4298Barcelona,,,,,08/21/2020
c1,4371652,B1_LR.495,,y,,,,,,,,,,,,,
c1,4372798,B1_LR.496,,y,,,,,,,,,,,,FORWARD STRAND,
c1,4375234,B1_LR.497,,y,,,,,,,,,,,,,
c1,4377543,B1_LR.498,,y,,,,,,,,,,,,,
c1,4385512,,,y,,,,,,,,scaffold3097_1_size10798_gene_19198Barcelona,,,,,08/21/2020
c1,4387153,,,y,,,,17e9684d-90b1-439e-af0d-3af90142cbb3,,,,,,,,,
c1,4394205,B1_LR.499,,y,,,,,,,,,,,,,
c1,4396685,B1_LR.500,,y,,y,,,,,,,,,,REVERSE STRAND,
c1,4411423,B1_LR.501,,y,,,,,,,,,,,,,
c1,4414425,,,y,,,,,PBsin.377.1,,,,,,,,
c1,4417188,B1_LR.502,,y,,,,,PBsin.378.3,,,,,,,,
c1,4426580,,,y,,,PB.403.1,,,,,,,,,,
c1,4429637,B1_LR.503,,y,,,,,"PBsin.379.2, PBsin.379.3, PBsin.379.4",,,,,,,,
c1,4437335,B1_LR.504,,y,,,,,,,,,,,,,
c1,4439697,B1_LR.505,,y,,,,,,,,,,,,,
c1,4451455,B1_LR.506,,y,,,,,PBsin.382.1,,,,,,,,
c1,4455618,B1_LR.507,,y,,,,,,,,,,,,,
c1,4455618,B1_LR.508,y,y,,,,,,,,,,,,,
c1,4460323,,,y,,,PB.408.1,,,,,,,,,,
c1,4464888,B1_LR.509,,y,,y,,,PBsin.385.1,,,,,,,,
c1,4469338,B1_LR.510,,y,,,,,,,,,,,,,
c1,4480245,B1_LR.511,,y,,,,,,,,,,,,,
