# <don't delete this hash char. this is a comment line.,,,,,ANNOTATIONS HERE - Each column corresponds to one file on github,,,,,,,,,
chromosome,stringtie_id,remove_st,DTS_checked,WRF_checked,spliced_in_intron,isoseq_hq_id,pinfish_id,isoseq_singleton_id,manual,augustus,gene_name,interesting,comment,Timestamp
c1,,,y,,,,,PBsin.254.16,,,,,,
c1,,,y,,,,e59ed3db-b975-4e54-aaf2-99d679d88c75,,,,,,,
c1,B1_LR.345,,y,,,,,,,,,,,
c1,B1_LR.346,y,y,,,,8f5f115b-6999-4e6b-be8f-b14d9679823e,,,,,,,
c1,B1_LR.347,,y,,y,PB.279.24,,,,,,,,
c1,,,y,,,,1b2d15d5-a2eb-4d8d-9406-1cb7767072a8,,,,,,,
c1,B1_LR.348,,y,,y,,,,,,,,,
c1,,,y,,,,,"PBsin.254.69, PBsin.254.71, PBsin.254.72",,,,,,
c1,B1_LR.349,,y,,,,,,,,,,,
c1,B1_LR.350,,y,,,,,,,,,,FORWARD STRAND,
c1,B1_LR.351,,y,y,,,,,,,Dynein heavy chain 8a,,appears to have frameshift,05/03/2020 06:44
c1,B1_LR.352,,y,,,,,,,,,,,
c1,B1_LR.353,,y,,,,,,,,,,,
c1,B1_LR.354,,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.254.119,,,,,,
c1,B1_LR.355,,y,,,,,PBsin.254.124,,,,,,
c1,B1_LR.356,,y,,,,,PBsin.254.139,,,,,,
c1,B1_LR.357,,y,,,,,,,,,,,
c1,B1_LR.358,y,y,,,,3c34f1f0-4ae5-441a-9be1-9ed0540d4d27,,,,,,,
c1,,,y,,,,8f7cbecc-7ec8-4677-af92-6006bcb811a6,,,,,,,
c1,,,y,,,,c522f4be-da29-4b08-8a27-1c64432bb86c,,,,,,,
c1,B1_LR.359,,y,,,,,,,,,,,
c1,,,y,,,,87e8f34c-a684-48f0-a644-b8447bf5e1d9,,,,,,,
c1,B1_LR.360,,y,,,,,,,,,,FORWARD STRAND,
c1,B1_LR.361,,y,,,,,,,,,,,
c1,B1_LR.362,,y,,,,,,,,,,,
c1,B1_LR.363,,y,,,,,,,,,,,
c1,B1_LR.364,,y,y,,PB.292.1,,,,,,,,
c1,B1_LR.365,,y,,,,,,,,,,,
c1,B1_LR.366,,y,,y,,,,,,,,,
c1,B1_LR.367,,y,,,PB.293,,"PBsin.267.7, PBsin.267.8",,,,,,
c1,,,y,,,,,PBsin.268.1,,,,,,
c1,B1_LR.368,,y,y,,,,,,,,,,05/03/2020 05:14
c1,,,y,,,,,PBsin.270.1,,,,,,
c1,B1_LR.369,,y,,,,,,,,,,FORWARD STRAND,
c1,B1_LR.370,,y,,,,,,,,,,FORWARD STRAND,
c1,B1_LR.371,,y,,,,,,,,,,,
c1,B1_LR.372,,y,,,,,,,,,,FORWARD STRAND,
c1,B1_LR.373,,y,,y,,,,,,,,,
c1,B1_LR.374,y,y,y,,,,,GHXS01071685.1,,Dynein heavy chain,,,
c1,B1_LR.375,,y,,,,,,,,,,,
c1,B1_LR.376,,y,,,,,,,,,,,
c1,B1_LR.377,,y,,,,,,,,,,,
c1,B1_LR.378,,y,,,,,PBsin.278.1,,,,,,
c1,B1_LR.379,y,y,,,,,,,,,,,
c1,B1_LR.380,,y,,,"PB.301.35, PB.301.36, PB.301.37, PB.301.38, PB.301.39",,,,,,,,
c1,B1_LR.381,,y,,,,,,,,,,,
c1,B1_LR.382,,y,,,,,,,,,,,
c1,B1_LR.383,,y,,,,,,,,,,,
c1,B1_LR.384,,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.282.1,,,,,,
c1,B1_LR.385,,y,,y,,,,,,,,,
c1,,,y,,y,,f8a483c9-74b5-406c-bdfd-f566038bb981,,,,,,,
c1,B1_LR.386,,y,,y,,,,,,,,,
c1,B1_LR.387,,y,,y,,,,,,,,FORWARD STRAND,
c1,B1_LR.388,,y,,,,,,,,,,FORWARD STRAND,
c1,B1_LR.389,,y,,,,,,,,,,FORWARD STRAND,
c1,B1_LR.390,,y,,,,,,,,,,,
c1,B1_LR.391,,y,,,,,,,,,,,
c1,B1_LR.392,,y,,,,,,,,,,,
c1,B1_LR.393,,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.274.73,,,,,,
c1,B1_LR.394,,y,,y,,,,,,,y,spliced in an intron on antisense,
c1,B1_LR.395,y,y,,,,,,,,,,,
c1,B1_LR.395.1,,y,,,,,,,,,,,
c1,,,y,,y,,f2c7a225-2a3b-4884-b754-80628ce3069c,,,,,y,,
c1,B1_LR.396,y,y,,,,,,,,,,,
c1,,,y,,y,,,PBsin.285.1,,,,,,
c1,B1_LR.397,,y,,,,,,,,,,,
c1,,,y,,y,,,PBsin.286.3,,,,,,
c1,B1_LR.398,,y,,,,,,,,,,,
c1,B1_LR.399,,y,,,PB.314.1,,,,,,,,
c1,B1_LR.400,,y,,,,,,,,,,FORWARD STRAND,
c1,B1_LR.401,,y,,,PB.315.1,,,,,,,,
c1,B1_LR.402,,y,,,,,"PBsin.317.1, PBsin.317.3",,,,,,
c1,,,y,,y,,d9a52abb-b7a6-4195-ac1d-e261d7da44ba,,,,,,,
c1,B1_LR.403,,y,,,,,,,,,,,
c1,B1_LR.404,,y,,,PB.319.1,,,,,,,,
c1,B1_LR.405,,y,,,,,,,,,,,
c1,B1_LR.406,,y,,,,,,,,,,,
c1,B1_LR.407,y,y,,,,,,,,,,,
c1,,,y,,,PB.322,,,,,,,,
c1,,,y,,,PB.323.1,,,,,,,,
c1,B1_LR.408,,y,,,,,PBsin.294.3,,,,,,
c1,B1_LR.409,y,y,,,,,,,,,,,
c1,,,y,,,PB.325,,,,,,,,
c1,,,y,,,PB.326,,,,,,,,
c1,,,y,,,,,PBsin.297.1,,,,,,
c1,,,y,,,,,PBsin.298.1,,,,,,
c1,B1_LR.410,,y,,,,,,,,,,,
c1,B1_LR.411,,y,,,,,,,,,,,
c1,B1_LR.412,,y,,,PB.329,,,,,,,,
c1,B1_LR.413,,y,,,,,,,,,,,
c1,B1_LR.414,y,y,,,,,,,,,,,
c1,,,y,,,"PB.332.3, PB.332.1, PB.332.2",,,,,,y,,
c1,,,y,,,PB.339.1,,,,,,y,,
c1,,,y,,,PB.332.10,,,,,,y,,
c1,B1_LR.415,,y,,,,,,,,,,,
c1,B1_LR.416,y,y,,,,,,,,,,,
c1,,,y,,,"PB.332.23, PB.332.24, PB.332.26, PB.332.25",,,,,,,,
c1,B1_LR.417,y,y,,,,,,,,,,,
c1,,,y,,,PB.332.27,,,,,,,,
c1,B1_LR.418,,y,,,,,,,,,,,
c1,B1_LR.419,,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.304.51,,,,,,
c1,B1_LR.420,y,y,,,,,,,,,,,
c1,B1_LR.421,,y,,,,,,,,,,,
c1,B1_LR.422,y,y,,,,,,,,,,,
c1,,,y,,,PB.332.28,881e3207-1fd4-4343-bfec-76f8a2e5024c,,,,,,,
c1,,,y,,,,,"PBsin.304.54, PBsin.304.55, PBsin.304.58",,,,,,
c1,B1_LR.423,y,y,,,,,,,,,,,
c1,B1_LR.424,,y,,,,,,,,,,REVERSE STRAND,
c1,B1_LR.425,,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.315.16,,,,,,
c1,B1_LR.426,,y,,,,,,,,,,,
c1,B1_LR.427,,y,,,,,,,,,,,
c1,B1_LR.428,,y,,,,,,,,,,,
c1,B1_LR.429,,y,,y,,,,,,,,,
c1,B1_LR.430,,y,,y,PB.332.38,,,,,,,,
c1,,,y,,y,,e084fbc0-2b10-4b79-b13c-93d8ce3d726b,,,,,,,
c1,B1_LR.431,,y,,,,,,,,,,,
c1,B1_LR.432,,y,,y,,,,,,,,,
c1,B1_LR.433,,y,,,,,,,,,,REVERSE STRAND,
c1,B1_LR.434,y,y,,,,,,,,,,,
c1,,,y,,y,PB.333.1,,,,,,,,
c1,,,y,,y,PB.334.1,,,,,,,,
c1,B1_LR.435,y,y,,,,,,,,,,,
c1,B1_LR.436,,y,,y,,,,,,,,,
c1,B1_LR.437,,y,,,,,,,,,,,
c1,B1_LR.438,y,y,,,,,,,,,,,
c1,,,y,,y,,,PBsin.307.1,,,,,,
c1,,,y,,y,PB.337.2,,,,,,,,
c1,,,y,,y,,,PBsin.308.1,,,,,,
c1,,,y,,y,PB.338.1,,,,,,,,
c1,B1_LR.439,,y,,y,,,,,,,,,
c1,B1_LR.440,,y,,y,,2b09915f-acfa-4f1d-b676-95ba3b737898,,,,,,,
c1,B1_LR.441,,y,,y,,,,,,,,,
c1,,,y,,y,PB.347.24,,,,,,,,
c1,B1_LR.442,,y,,,,,,,,,,,
c1,B1_LR.443,,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.318.1,,,,,,
c1,B1_LR.444,,y,,,,,,,,,,,
c1,B1_LR.445,,y,,,,,,,,,,,
c1,B1_LR.446,y,y,y,,,,,GHXS01088912.1,,,,part of giant colloblast prot,04/30/2020 13:29
c1,B1_LR.447,,y,,y,,,,,,,,FORWARD STRAND,
c1,,,y,,y,,,PBsin.322.1,,,,,,
c1,B1_LR.448,y,y,y,,,,,,,,,part of giant colloblast prot,04/30/2020 13:29
c1,B1_LR.449,y,y,y,,,,,,,,,part of giant colloblast prot,04/30/2020 13:29
c1,B1_LR.450,y,y,y,,,,,,,,,part of giant colloblast prot,04/30/2020 13:29
c1,B1_LR.451,,y,,,,,,,,,,,
c1,B1_LR.452,,y,,,,,,,,,,FORWARD STRAND,
c1,B1_LR.453,,y,,,,,,,,,,,
c1,B1_LR.454,,y,,,,,,,,,,,
c1,B1_LR.455,,y,,,,,,,,,,,
c1,B1_LR.456,,y,,,,,,,,,,,
c1,B1_LR.457,,y,,y,,,,,,,,FORWARD STRAND,
c1,B1_LR.458,,y,,,,,,,,,,FORWARD STRAND,
c1,B1_LR.459,,y,,,,,,,,,,FORWARD STRAND,
c1,B1_LR.460,,y,,,,,,,,,,,
c1,B1_LR.461,,y,,,,,,,,,,,
c1,B1_LR.462,,y,,,,,,,,,,,
c1,B1_LR.463,,y,,,,,,,,,,,
c1,B1_LR.464,,y,,,,,,,,,,,
c1,B1_LR.465,,y,,,,,,,,,,,
c1,B1_LR.466,,y,,,,,,,,,,,
c1,B1_LR.467,y,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.342.1,,,,,,
c1,,,y,,,,4d5e39a9-93eb-408c-89bf-a9602b1039d0,,,,,,,
c1,,,y,,,PB.371,,,,,,,,
c1,,,y,,,PB.372,,,,,,,,
c1,B1_LR.468,,y,,,,,,,,,,,
c1,B1_LR.469,y,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.345,,,,,,
c1,B1_LR.470,y,y,,,,,,,,,,,
c1,,,y,,,,,"PBsin.346.1, PBsin.346.7, PBsin.346.4 ",,,,,,
c1,,,y,,,,,PBsin.346.13,,,,,,
c1,B1_LR.471,,y,,,,,,,,,,,
c1,B1_LR.472,y,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.348.1,,,,,,
c1,,,y,,,PB.379.1,,,,,,,,
c1,B1_LR.473,y,y,,,,,,,,,,,
c1,B1_LR.474,,y,,,,,,,,,,,
c1,B1_LR.475,,y,,,,,,,,,,,
c1,B1_LR.476,y,y,,,,,,,,,,,
c1,,,y,,,PB.382.1,,,,,,,,
c1,B1_LR.477,,y,,,,,"PBsin.351.2, PBsin.351.16",,,,,,
c1,B1_LR.478,,y,,y,,,PBsin.352.3,,,,,,
c1,B1_LR.479,,y,,y,,,,,,,,,
c1,,,y,,y,,,PBsin.354.1,,,,,REVERSE STRAND,
c1,,,y,,y,,,"PBsin.355.1, PBsin.355.2",,,,,REVERSE STRAND,
c1,B1_LR.480,,y,,y,,,,,,,,,
c1,B1_LR.481,,y,,,,,,,,,,,
c1,B1_LR.482,,y,,y,,,,,,,,,
c1,B1_LR.483,,y,,,PB.387.10,,,,,,,,
c1,,,y,,,,208ff128-896b-403e-9df3-e8d1fea4b4f6,,,,,,,
c1,B1_LR.484,,y,,,,,,,,,,,
c1,,,y,,,PB.388.1,,,,,,,,
c1,B1_LR.485,,y,,,,,,,,,,,
c1,B1_LR.486,,y,,,PB.391.1,,,,,,,,
c1,B1_LR.487,,y,,,,,,,,,,REVERSE STRAND,
c1,B1_LR.488,,y,,,,,,,,,,,
c1,B1_LR.489,y,y,,,,,,,,,,,
c1,B1_LR.490,,y,,,,37f4005e-80fc-42da-97f9-dc02a2e719f4,PBsin.366.1,,,,,,
c1,B1_LR.491,,y,,,,,,,,,,,
c1,B1_LR.492,,y,,,,,,,,,,,
c1,B1_LR.493,,y,,,,,PBsin.369.1,,,,,,
c1,B1_LR.494,,y,,,,,,,,,,,
c1,B1_LR.495,,y,,,,,,,,,,,
c1,B1_LR.496,,y,,,,,,,,,,FORWARD STRAND,
c1,B1_LR.497,,y,,,,,,,,,,,
c1,B1_LR.498,,y,,,,,,,,,,,
c1,,,y,,,,17e9684d-90b1-439e-af0d-3af90142cbb3,,,,,,,
c1,B1_LR.499,,y,,,,,,,,,,,
c1,B1_LR.500,,y,,y,,,,,,,,REVERSE STRAND,
c1,B1_LR.501,,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.377.1,,,,,,
c1,B1_LR.502,,y,,,,,PBsin.378.3,,,,,,
c1,,,y,,,PB.403.1,,,,,,,,
c1,B1_LR.503,,y,,,,,"PBsin.379.2, PBsin.379.3, PBsin.379.4",,,,,,
c1,B1_LR.504,,y,,,,,,,,,,,
c1,B1_LR.505,,y,,,,,,,,,,,
c1,B1_LR.506,,y,,,,,PBsin.382.1,,,,,,
c1,B1_LR.507,,y,,,,,,,,,,,
c1,B1_LR.508,y,y,,,,,,,,,,,
c1,,,y,,,PB.408.1,,,,,,,,
c1,B1_LR.509,,y,,y,,,PBsin.385.1,,,,,,
c1,B1_LR.510,,y,,,,,,,,,,,
c1,B1_LR.511,,y,,,,,,,,,,,
c1,B1_LR.512,,y,,,,,,,,,,FORWARD STRAND,
c1,B1_LR.513,,y,,,,,,,,,,,
c1,B1_LR.514,y,y,,,,,,,,,,,
c1,B1_LR.514.1,,y,,,,,,,,,,,
c1,B1_LR.514.2,,y,,y,,,,,,,,,
c1,"B1_LR.514.3, B1_LR.514.4, B1_LR.514.5",,y,,y,,,,,,,,,
c1,B1_LR.515,,y,,y,,,,,,,,,
c1,B1_LR.516,,y,,y,,,,,,,,REVERSE STRAND,
c1,B1_LR.517,,y,,y,,,,,,,,,
c1,B1_LR.518,,y,,,,,,,,,,,
c1,B1_LR.519,,y,,,,,,,,,,,
c1,,,,y,,,,,,g1557.t1,,,,05/01/2020 02:52
c1,B1_LR.520,y,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.394.1,,,,,,
c1,B1_LR.521,,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.396.1,,,,,,
c1,B1_LR.522,,y,,,,,,,,,,,
c1,B1_LR.523,,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.401.6,,,,,,
c1,B1_LR.524,,y,,,,,,,,,,,
c1,,,y,,,PB.425.1,,,,,,,,
c1,,,y,,,PB.423.1,,,,,,,,
c1,B1_LR.525,,y,,,,,,,,,,,
c1,B1_LR.526,,y,,,,,,,,,,,
c1,B1_LR.527,y,y,,,,,,,,,,,
c1,B1_LR.528,y,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.405.2,,,,,,
c1,B1_LR.529,,y,,,,,PBsin.406.1,,,,,,
c1,B1_LR.530,y,y,,,,,,,,,,,
c1,B1_LR.531,y,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.407.1,,,,,,
c1,,,y,,,,,"PBsin.409.1, PBsin.409.2",,,,,,
c1,B1_LR.532,y,y,,,,,,,,,,,
c1,B1_LR.533,,y,,,,,,,,,,,
c1,B1_LR.534,,y,,,,,,,,,,,
c1,B1_LR.535,,y,,y,,,,,,,,,
c1,B1_LR.536,,y,,y,,,,,,,,,
c1,B1_LR.537,,y,,,,,,,,,,,
c1,B1_LR.538,y,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.413.2,,,,,,
c1,B1_LR.539,,y,,,,,,,,,,,
c1,B1_LR.540,,y,,,,,,,,,,,
c1,,,y,,,,2364eab9-5fe5-4044-ac24-3052800d1781,,,,,,,
c1,B1_LR.541,y,y,,,,,,,,,,,
c1,B1_LR.542,y,y,,,,,,,,,,,
c1,,,y,,,PB.442,,PBsin.416.1,,,,,,
c1,,,y,,,,,PBsin.417.1,,,,,,
c1,B1_LR.543,,y,,,,,,,,,,,
c1,,,y,,y,PB.444.1,,,,,,,,
c1,B1_LR.544,y,y,,,,,,,,,,,
c1,B1_LR.545,y,y,,,,,,,,,,,
c1,,,y,,,PB.445,,,,,,,,
c1,,,y,,,PB.446,,,,,,,,
c1,B1_LR.546,y,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.421.14,,,,,,
c1,B1_LR.547,,y,,,,,,,,,,,
c1,B1_LR.548,,y,,,,,,,,,,,
c1,B1_LR.549,,y,,,,,,,,,,,
c1,B1_LR.550,y,y,,,,,,,,,,,
c1,B1_LR.551,,y,,,,,,,,,,REVERSE STRAND,
c1,,,y,,,,,PBsin.425.1,,,,,,
c1,B1_LR.552,y,y,y,,"PB.450.10, PB.450.16",,,,,,,,05/01/2020 02:56
c1,,,y,,y,,,PBsin.425.19,,,,,,
c1,,,,y,,PB.450.20,,,,,,,,05/01/2020 02:56
c1,B1_LR.553,,y,,,,,,,,,,,
c1,B1_LR.554,y,y,,,,,,,,,,,
c1,,,y,,,PB.451.3,,,,,,,,
c1,B1_LR.555,,y,,,,,,,,,,,
c1,,,y,,y,,,PBsin.426.24,,,,,,
c1,,,y,,y,,,PBsin.425.48,,,,,,
c1,B1_LR.556,,y,,,,,,,,,,,
c1,,,y,,,,7be1698b-3053-4589-968d-de20b8082dee,,,,,,,
c1,B1_LR.557,,y,,,,,,,,,,,05/01/2020 02:54
c1,B1_LR.558,,y,,,,,,,,,,,
c1,B1_LR.559,,y,,,,,,,,,,,
c1,,,,y,,PB.450.5,,,,,,,,05/01/2020 02:57
c1,,,y,,,,,PBsin.425.106,,,,,REVERSE STRAND,
c1,,,y,,,,,PBsin.430.1,,,,,,
c1,B1_LR.560,,y,,,,,,,,,,,
c1,,,y,,y,,,PBsin.432.13,,,,,,
c1,,,y,,y,,,PBsin.432.14,,,,,,
c1,,,y,,y,PB.450.84,,,,,,,,
c1,B1_LR.561,,y,,,,,,,,,,,
c1,B1_LR.562,,y,,,,,,,,,,,
c1,B1_LR.563,,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.435.1,,,,,,
c1,B1_LR.564,,y,,,,,,,,,,,
c1,B1_LR.565,,y,,,,,,,,,,,
c1,B1_LR.566,,y,,,,,,,,,,,
c1,,,y,,,PB.463.1,,,,,,,,
c1,B1_LR.567,y,y,,,,,,,,,,,
c1,B1_LR.568,y,y,,,,,,,,,,,
c1,,,y,,,,e8230194-69fc-4a38-b2b8-92dcf18190e5,,,,,,,
c1,B1_LR.569,,y,,,,,,,,,,,
c1,B1_LR.570,,y,,,,,,,,,,FORWARD STRAND,
c1,B1_LR.571,,y,,,,,,,,,,,
c1,,,y,,,,506b3c81-063d-4c9c-b4af-958aa74d16a2,,,,,,,
c1,B1_LR.572,y,y,,,,,,,,,,,
c1,,,y,,,PB.469,,,,,,,,
c1,,,y,,y,,47a12162-ccec-43e6-ae9c-f4990503b944,,,,,,,
c1,,,y,,,PB.470,,,,,,,,
c1,B1_LR.573,,y,,,,,,,,,,,
c1,,,y,,,,0b89a41e-49ff-49f1-aaca-74e832cbdcc2,,,,,,,
c1,B1_LR.574,y,y,,,,,,,,,,,
c1,,,y,,,,f01cb910-8516-4316-a528-cfc9e25362b2,,,,,,,
c1,B1_LR.575,,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.442.11,,,,,,
c1,"B1_LR.576, B1_LR.578",,y,,,,,PBsin.438.9,,,,,,
c1,B1_LR.577,y,y,,,,,,,,,,,
c1,B1_LR.578,y,y,,,,,,,,,,,
c1,B1_LR.579,,y,,,,,,,,,,,
c1,B1_LR.580,y,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.444.1,,,,,,
c1,B1_LR.581,,y,,,,,,,,,,,
c1,B1_LR.582,,y,,,,,,,,,,,
c1,B1_LR.583,,y,,,,,PBsin.438.29,,,,,,
c1,B1_LR.584,y,y,,,,,,,,,,,
c1,,,y,,,PB.480.1,,,,,,,,
c1,B1_LR.585,y,y,,,,,,,,,,,
c1,,,y,,,PB.481.1,,PBsin.445.2,,,,,,
c1,B1_LR.586,,y,,,,,,,,,,,
c1,,,y,,,,ea84b732-8c2d-411c-9019-6a885b75ef6e,,,,,,,
c1,B1_LR.587,y,y,,,,,,,,,,,
c1,,,y,,,PB.483.1,,,,,,,,
c1,B1_LR.588,,y,,,,,,,,,,,
c1,B1_LR.589,,y,,,,,,,,,,,
c1,B1_LR.590,,y,,,,,,,,,,,
c1,B1_LR.591,,y,,,,,,,,,,,
c1,,,y,,,PB.488.1,,,,,,,,
c1,B1_LR.592,,y,,,,,,,,,,,
c1,B1_LR.593,,y,,,,,,,,,,,
c1,B1_LR.594,,y,,,,,,,,,,,
c1,,,y,,,PB.492.1,,,,,,,,
c1,B1_LR.595,y,y,,,,,,,,,,,
c1,B1_LR.595.1,,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.451.1,,,,,,
c1,,,y,,,PB.493.1,,,,,,,,
c1,B1_LR.596,y,y,,,,,,,,,,,
c1,"B1_LR.597, B1_LR.598",,y,,,,,"PBsin.452.1, PBsin.452.2",,,,,,
c1,B1_LR.598,y,y,,,,,,,,,,,
c1,B1_LR.599,,y,,,,,,,,,,,
c1,B1_LR.600,,y,,,,,,,,,,,
c1,B1_LR.601,,y,,,,,PBsin.454.28,,,,,,
c1,,,y,,,,,"PBsin.454.7, PBsin.454.8",,,,,,
c1,,,y,,,,,PBsin.455.1,,,,,,
c1,B1_LR.602,,y,,,,,,,,,,,
c1,B1_LR.603,,y,,,,,,,,,,REVERSE STRAND,
c1,B1_LR.604,,y,,,,,,,,,,,
c1,B1_LR.605,,y,,,,,,,,,,,
c1,B1_LR.606,,y,,,,,,,,,,,
c1,B1_LR.607,,y,,,,,,,,,,,
c1,B1_LR.608,,y,,,,,,,,,,,
c1,B1_LR.609,y,y,y,,,,,,,,,,
c1,,,y,,,,,,,g1849.t1,Dynein heavy chain 5,y,two frameshifts in genome,05/03/2020 05:45
c1,B1_LR.610,,y,,,,,,,,,,,
c1,B1_LR.611,,y,,,,,,,,,,FORWARD STRAND,
c1,,,y,,,,,PBsin.463.5,,,,,,
c1,B1_LR.612,,y,,,,,,,,,,FORWARD STRAND,
c1,,,y,,,,,PBsin.463.7,,,,,,
c1,,,y,,,,,PBsin.463.10,,,,,,
c1,B1_LR.613,,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.463.11,,,,,,
c1,B1_LR.614,,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.469.9,,,,,,
c1,B1_LR.615,,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.469.11,,,,,,
c1,B1_LR.616,y,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.469.10,,,,,,
c1,B1_LR.617,,y,,,,,,,,,,,
c1,B1_LR.618,y,y,,,,,,,,,,,
c1,,,y,,,PB.508.6,,,,,,,,
c1,B1_LR.619,,y,,y,,,,,,,,,
c1,B1_LR.620,,y,,y,,,,,,,,,
c1,B1_LR.621,,y,,,,,,,,,,,
c1,,,y,,y,,,"PBsin.468.2, PBsin.468.1",,,,,,
c1,B1_LR.622,y,y,,,,,,,,,,,
c1,,,y,,,PB.510.1,,,,,,,,
c1,B1_LR.623,,y,,,,,,,,,,,
c1,B1_LR.624,,y,,,,,,,,,,,
c1,B1_LR.625,,y,,,,,,,,,,,
c1,B1_LR.626,y,y,,,,,,,,,,,
c1,,,y,,,,,"PBsin.472.76, PBsin.472.81, PBsin.472.78, PBsin.472.79",,,,,,
c1,B1_LR.627,y,y,,,,,,,,,,,
c1,B1_LR.628,,y,,,,,,,,,,,
c1,B1_LR.629,,y,,,,,,,,,,,
c1,B1_LR.630,,y,,,,,,,,,,,
c1,B1_LR.631,,y,,,,,,,,,,,
c1,,,y,,,PB.518.1,,,,,,,,
c1,,,y,,,,,PBsin.481.81,,,,,,
c1,B1_LR.632,,y,,,,,"PBsin.481.84, PBsin.481.86, PBsin.481.85",,,,,,
c1,B1_LR.633,,y,,,,,,,,,,FORWARD STRAND,
c1,,,y,,,,a645c1d6-a69c-4356-a7d2-5aba42048401,,,,,,,
c1,B1_LR.634,y,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.474,,,,,,
c1,B1_LR.635,y,y,,,,,,,,,,,
c1,B1_LR.636,y,y,,,,,PBsin.481.104,,,,,,
c1,"B1_LR.636.1, B1_LR.636.2",,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.476.1,,,,,,
c1,,,y,,,,,PBsin.481.210,,,,,,
c1,,,y,,,,,PBsin.481.213,,,,,,
c1,,,y,,y,,,"PBsin.481.214, PBsin.481.218",,,,,,
c1,,,y,,y,PB.522.52,,,,,,,,
c1,B1_LR.637,,y,,,,,,,,,,,
c1,,,y,,y,,049534da-134e-4b6c-8e75-4814ce891124,,,,,,,
c1,B1_LR.638,,y,,y,,,,,,,,,
c1,B1_LR.639,,y,,y,,,,,,,,,
c1,B1_LR.640,,y,,y,,,,,,,,,
c1,B1_LR.641,y,y,,y,,,,,,,,,
c1,,,y,,,,,PBsin.483.1,,,,,,
c1,B1_LR.641.1,,y,,,,,PBsin.484.2,,,,,FORWARD STRAND,
c1,B1_LR.642,,y,,,,,,,,,,,
c1,,,y,,y,,,PBsin.487.11,,,,,,
c1,B1_LR.643,,y,,y,,,,,,,,,
c1,,,y,,y,,,PBsin.486.1,,,,,,
c1,B1_LR.644,,y,,,,,,,,,,,
c1,,,y,,,PB.532.1,,,,,,,,
c1,B1_LR.645,y,y,,,,,,,,,,,
c1,B1_LR.646,,y,,,,,,,,,,,
c1,B1_LR.647,,y,,,,,PBsin.490.3,,,,,,
c1,,,y,,,,,PBsin.490.10,,,,,,
c1,,,y,,,,,PBsin.490.11,,,,,,
c1,B1_LR.648,y,y,,,,,,,,,,,
c1,,,y,,,PB.536.1,,,,,,,,
c1,B1_LR.649,y,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.490.13,,,,,,
c1,B1_LR.650,y,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.490.19,,,,,,
c1,B1_LR.651,y,y,,,,,,,,,,,
c1,,,y,,,,,PBsin.490.22,,,,,,
c1,B1_LR.652,,y,,,,,,,,,,,
c1,B1_LR.653,y,y,,,,,,,,,,,
c1,,,y,y,,"PB.540.2, PB.540.4",,,,,,y,,05/01/2020 03:01
c1,,,y,,,PB.540.6,,,,,,y,,
c1,,,,y,,PB.540.7,,,,,,,,05/01/2020 03:01
c1,,,y,,,PB.540.8,,,,,,y,,
c1,B1_LR.654,,y,,,,,,,,,,,
c1,,,y,,,"PB.542.1, PB.542.2",,,,,,,,
c1,B1_LR.655,,y,,y,,,,,,,,,
c1,B1_LR.656,,y,,y,,,,,,,,,
c1,B1_LR.657,,y,,y,,,,,,,,,
c1,B1_LR.658,y,y,,,,,,,,,,,
c1,,,y,,,PB.545.1,,,,,,,,
c1,,,y,,,PB.497.1,,,,,,,,
c1,B1_LR.659,,y,,,,,,,,,,,
c1,B1_LR.660,y,y,,,,,,,,,,,
c1,,,y,,,PB.547.1,,,,,,,,
c1,B1_LR.661,,y,,,,,,,,,,,
c1,,,,y,,PB.551.1,,,,,,,first exon fusion,
c1,,,y,y,,"PB.551.3, PB.551.4",,,,,,,first exon fusion,
c1,B1_LR.662,,y,,,,,,,,,,,
