start	stop	chrom	strand	seqname	num_exons
8972312	8974518	c1	+	Hcv1.av84.c1.g1287.i1	1
8974480	8976844	c1	-	Hcv1.av84.c1.g1288.i1	2
8974578	8978735	c1	+	Hcv1.av84.c1.g1289.i1	6
1050322	1058240	c1	-	Hcv1.av84.c1.g129.i1	9
8978804	8980008	c1	+	Hcv1.av84.c1.g1290.i1	1
8980065	8987043	c1	+	Hcv1.av84.c1.g1291.i1	14
8980065	8987043	c1	+	Hcv1.av84.c1.g1291.i2	15
8987319	8991384	c1	-	Hcv1.av84.c1.g1292.i1	5
8992579	8993863	c1	-	Hcv1.av84.c1.g1293.i1	4
8994505	8997486	c1	+	Hcv1.av84.c1.g1294.i1	4
8997452	8999508	c1	-	Hcv1.av84.c1.g1295.i1	6
9003009	9006490	c1	+	Hcv1.av84.c1.g1296.i1	10
9006673	9011776	c1	-	Hcv1.av84.c1.g1297.i1	9
9013585	9031013	c1	+	Hcv1.av84.c1.g1298.i1	27
9013585	9031013	c1	+	Hcv1.av84.c1.g1298.i2	27
9035877	9039461	c1	-	Hcv1.av84.c1.g1299.i1	4
80793	86761	c1	-	Hcv1.av84.c1.g13.i1	11
80800	86761	c1	-	Hcv1.av84.c1.g13.i2	10
80871	87356	c1	-	Hcv1.av84.c1.g13.i3	10
85385	87302	c1	-	Hcv1.av84.c1.g13.i4	1
85385	88431	c1	-	Hcv1.av84.c1.g13.i5	2
85385	89506	c1	-	Hcv1.av84.c1.g13.i6	2
87206	89499	c1	-	Hcv1.av84.c1.g13.i7	1
87456	89506	c1	-	Hcv1.av84.c1.g13.i8	1
87577	89506	c1	-	Hcv1.av84.c1.g13.i9	1
1055956	1057445	c1	+	Hcv1.av84.c1.g130.i1	1
9039523	9042457	c1	-	Hcv1.av84.c1.g1300.i1	8
9042714	9044204	c1	-	Hcv1.av84.c1.g1301.i1	4
9044420	9049718	c1	-	Hcv1.av84.c1.g1302.i1	8
9047773	9049718	c1	-	Hcv1.av84.c1.g1302.i2	2
9049877	9054951	c1	-	Hcv1.av84.c1.g1303.i1	12
9055253	9059947	c1	+	Hcv1.av84.c1.g1304.i1	9
9060106	9066561	c1	+	Hcv1.av84.c1.g1305.i1	9
9060106	9066561	c1	+	Hcv1.av84.c1.g1305.i2	9
9069544	9074196	c1	+	Hcv1.av84.c1.g1306.i1	7
9070811	9073367	c1	-	Hcv1.av84.c1.g1307.i1	2
9094185	9100579	c1	+	Hcv1.av84.c1.g1308.i1	3
9108143	9113827	c1	+	Hcv1.av84.c1.g1309.i1	10
1058506	1066150	c1	-	Hcv1.av84.c1.g131.i1	10
1058506	1066150	c1	-	Hcv1.av84.c1.g131.i2	11
9114094	9118540	c1	-	Hcv1.av84.c1.g1310.i1	12
9118808	9129467	c1	-	Hcv1.av84.c1.g1311.i1	28
9130169	9141212	c1	+	Hcv1.av84.c1.g1312.i1	12
9151233	9155548	c1	-	Hcv1.av84.c1.g1313.i1	3
9155844	9156827	c1	-	Hcv1.av84.c1.g1314.i1	2
9157062	9171499	c1	-	Hcv1.av84.c1.g1315.i1	10
9157062	9171499	c1	-	Hcv1.av84.c1.g1315.i2	9
9172389	9177814	c1	+	Hcv1.av84.c1.g1316.i1	2
9173133	9174925	c1	-	Hcv1.av84.c1.g1317.i1	1
9178100	9180040	c1	+	Hcv1.av84.c1.g1318.i1	2
9180952	9182931	c1	+	Hcv1.av84.c1.g1319.i1	4
1066538	1070004	c1	-	Hcv1.av84.c1.g132.i1	12
9183528	9184684	c1	-	Hcv1.av84.c1.g1320.i1	3
9185604	9187775	c1	-	Hcv1.av84.c1.g1321.i1	3
9188357	9191160	c1	+	Hcv1.av84.c1.g1322.i1	4
9191311	9194856	c1	+	Hcv1.av84.c1.g1323.i1	7
9203331	9209291	c1	+	Hcv1.av84.c1.g1324.i1	8
9209465	9215916	c1	+	Hcv1.av84.c1.g1325.i1	7
9215942	9218075	c1	-	Hcv1.av84.c1.g1326.i1	5
9223277	9227852	c1	+	Hcv1.av84.c1.g1327.i1	8
9229198	9230635	c1	-	Hcv1.av84.c1.g1328.i1	1
9236484	9240717	c1	-	Hcv1.av84.c1.g1329.i1	9
9236484	9240717	c1	-	Hcv1.av84.c1.g1329.i2	9
1070133	1072015	c1	-	Hcv1.av84.c1.g133.i1	1
9248823	9262648	c1	+	Hcv1.av84.c1.g1330.i1	12
9248823	9262648	c1	+	Hcv1.av84.c1.g1330.i2	11
9256426	9259489	c1	-	Hcv1.av84.c1.g1331.i1	1
9268439	9312116	c1	+	Hcv1.av84.c1.g1332.i1	31
9268439	9312116	c1	+	Hcv1.av84.c1.g1332.i2	30
9291543	9312116	c1	+	Hcv1.av84.c1.g1332.i3	28
9291543	9312116	c1	+	Hcv1.av84.c1.g1332.i4	27
9313114	9318156	c1	+	Hcv1.av84.c1.g1333.i1	8
9315138	9317196	c1	-	Hcv1.av84.c1.g1334.i1	1
9318347	9320613	c1	-	Hcv1.av84.c1.g1335.i1	6
9320868	9322011	c1	-	Hcv1.av84.c1.g1336.i1	3
9320868	9322478	c1	-	Hcv1.av84.c1.g1336.i2	4
9322866	9323860	c1	-	Hcv1.av84.c1.g1337.i1	2
9325362	9329187	c1	+	Hcv1.av84.c1.g1338.i1	8
9325362	9329187	c1	+	Hcv1.av84.c1.g1338.i2	7
9325362	9329187	c1	+	Hcv1.av84.c1.g1338.i3	6
9329351	9336010	c1	+	Hcv1.av84.c1.g1339.i1	11
9329351	9336010	c1	+	Hcv1.av84.c1.g1339.i2	12
1072080	1073551	c1	-	Hcv1.av84.c1.g134.i1	1
9336641	9339365	c1	+	Hcv1.av84.c1.g1340.i1	6
9345087	9358277	c1	+	Hcv1.av84.c1.g1341.i1	27
9345087	9358276	c1	+	Hcv1.av84.c1.g1341.i2	27
9357615	9361929	c1	-	Hcv1.av84.c1.g1342.i1	6
9358426	9361929	c1	-	Hcv1.av84.c1.g1342.i2	6
9362068	9365603	c1	-	Hcv1.av84.c1.g1343.i1	6
9367406	9369293	c1	-	Hcv1.av84.c1.g1344.i1	3
8902393	8906471	c1	+	Hcv1.av84.c1.g1345.i1	7
9372451	9374181	c1	-	Hcv1.av84.c1.g1346.i1	2
9375087	9377921	c1	-	Hcv1.av84.c1.g1347.i1	2
9379871	9381227	c1	-	Hcv1.av84.c1.g1348.i1	2
9381419	9382612	c1	-	Hcv1.av84.c1.g1349.i1	2
1073924	1075863	c1	+	Hcv1.av84.c1.g135.i1	1
9384074	9386130	c1	-	Hcv1.av84.c1.g1350.i1	5
9386296	9398097	c1	-	Hcv1.av84.c1.g1351.i1	14
9398182	9399253	c1	-	Hcv1.av84.c1.g1352.i1	3
9398182	9399253	c1	-	Hcv1.av84.c1.g1352.i2	4
9399400	9401346	c1	-	Hcv1.av84.c1.g1353.i1	6
9399400	9401346	c1	-	Hcv1.av84.c1.g1353.i2	7
9406084	9407392	c1	+	Hcv1.av84.c1.g1354.i1	2
9407896	9416338	c1	-	Hcv1.av84.c1.g1355.i1	6
9416504	9426027	c1	+	Hcv1.av84.c1.g1356.i1	11
9426204	9429389	c1	+	Hcv1.av84.c1.g1357.i1	7
9431728	9436275	c1	+	Hcv1.av84.c1.g1358.i1	9
9436232	9453321	c1	-	Hcv1.av84.c1.g1359.i1	13
9436232	9453321	c1	-	Hcv1.av84.c1.g1359.i2	12
9436232	9453321	c1	-	Hcv1.av84.c1.g1359.i3	12
9436232	9453321	c1	-	Hcv1.av84.c1.g1359.i4	11
9436232	9445975	c1	-	Hcv1.av84.c1.g1359.i5	10
1077690	1084890	c1	+	Hcv1.av84.c1.g136.i1	12
9453800	9455133	c1	-	Hcv1.av84.c1.g1360.i1	1
9457102	9630434	c1	-	Hcv1.av84.c1.g1361.i1	2
9460004	9473812	c1	+	Hcv1.av84.c1.g1362.i1	18
9490043	9491280	c1	-	Hcv1.av84.c1.g1363.i1	1
9481346	9519272	c1	+	Hcv1.av84.c1.g1364.i1	34
9519344	9534867	c1	+	Hcv1.av84.c1.g1365.i1	12
9531543	9534866	c1	+	Hcv1.av84.c1.g1365.i2	6
9537203	9539011	c1	+	Hcv1.av84.c1.g1366.i1	6
9537203	9542941	c1	+	Hcv1.av84.c1.g1366.i2	8
9539329	9543388	c1	-	Hcv1.av84.c1.g1367.i1	7
9550471	9555084	c1	+	Hcv1.av84.c1.g1368.i1	6
9550471	9555084	c1	+	Hcv1.av84.c1.g1368.i2	6
9556400	9560081	c1	+	Hcv1.av84.c1.g1369.i1	6
9556510	9560081	c1	+	Hcv1.av84.c1.g1369.i2	5
1076625	1077691	c1	+	Hcv1.av84.c1.g137.i1	2
9557794	9559224	c1	+	Hcv1.av84.c1.g1370.i1	1
9560313	9565384	c1	+	Hcv1.av84.c1.g1371.i1	2
9565426	9569362	c1	+	Hcv1.av84.c1.g1372.i1	9
9569421	9570991	c1	+	Hcv1.av84.c1.g1373.i1	4
9571030	9579649	c1	-	Hcv1.av84.c1.g1374.i1	6
9581524	9594083	c1	-	Hcv1.av84.c1.g1375.i1	10
9581524	9594083	c1	-	Hcv1.av84.c1.g1375.i2	11
9589133	9591061	c1	+	Hcv1.av84.c1.g1376.i1	2
9603068	9605872	c1	+	Hcv1.av84.c1.g1377.i1	5
9605913	9618862	c1	-	Hcv1.av84.c1.g1378.i1	19
9618961	9620655	c1	-	Hcv1.av84.c1.g1379.i1	5
1085154	1088945	c1	+	Hcv1.av84.c1.g138.i1	9
1085154	1088945	c1	+	Hcv1.av84.c1.g138.i2	8
1085154	1088945	c1	+	Hcv1.av84.c1.g138.i3	7
9620743	9626506	c1	-	Hcv1.av84.c1.g1380.i1	14
9620743	9626506	c1	-	Hcv1.av84.c1.g1380.i2	15
9635881	9645323	c1	+	Hcv1.av84.c1.g1381.i1	14
9655635	9660007	c1	+	Hcv1.av84.c1.g1382.i1	7
9660067	9670533	c1	-	Hcv1.av84.c1.g1383.i1	11
9663030	9670533	c1	-	Hcv1.av84.c1.g1383.i2	11
9663030	9670533	c1	-	Hcv1.av84.c1.g1383.i3	12
9675776	9679420	c1	+	Hcv1.av84.c1.g1384.i1	1
9682243	9683972	c1	+	Hcv1.av84.c1.g1385.i1	6
9682243	9683972	c1	+	Hcv1.av84.c1.g1385.i2	6
9684403	9685838	c1	+	Hcv1.av84.c1.g1386.i1	2
9686128	9692640	c1	+	Hcv1.av84.c1.g1387.i1	5
9692690	9696073	c1	+	Hcv1.av84.c1.g1388.i1	5
9696026	9698586	c1	-	Hcv1.av84.c1.g1389.i1	5
9696027	9698586	c1	-	Hcv1.av84.c1.g1389.i2	4
1089022	1090612	c1	+	Hcv1.av84.c1.g139.i1	6
9701090	9710708	c1	-	Hcv1.av84.c1.g1390.i1	13
9701090	9710708	c1	-	Hcv1.av84.c1.g1390.i2	12
9701090	9710708	c1	-	Hcv1.av84.c1.g1390.i3	13
9701090	9710708	c1	-	Hcv1.av84.c1.g1390.i4	12
9710996	9713212	c1	-	Hcv1.av84.c1.g1391.i1	1
9713852	9720749	c1	+	Hcv1.av84.c1.g1392.i1	6
9724333	9731271	c1	-	Hcv1.av84.c1.g1393.i1	2
9733953	9758817	c1	-	Hcv1.av84.c1.g1394.i1	25
9748420	9749500	c1	+	Hcv1.av84.c1.g1395.i1	1
9748442	9751068	c1	-	Hcv1.av84.c1.g1396.i1	2
9763779	9768226	c1	-	Hcv1.av84.c1.g1397.i1	6
9770321	9775317	c1	+	Hcv1.av84.c1.g1398.i1	1
9775637	9783009	c1	-	Hcv1.av84.c1.g1399.i1	15
9775637	9783009	c1	-	Hcv1.av84.c1.g1399.i2	13
94689	96207	c1	-	Hcv1.av84.c1.g14.i1	1
1090925	1094040	c1	+	Hcv1.av84.c1.g140.i1	7
9783438	9785634	c1	+	Hcv1.av84.c1.g1400.i1	4
9787131	9789930	c1	+	Hcv1.av84.c1.g1401.i1	10
9789977	9791528	c1	-	Hcv1.av84.c1.g1402.i1	5
9792354	9797757	c1	+	Hcv1.av84.c1.g1403.i1	9
9792354	9797757	c1	+	Hcv1.av84.c1.g1403.i2	7
9792354	9797757	c1	+	Hcv1.av84.c1.g1403.i3	9
9792354	9797757	c1	+	Hcv1.av84.c1.g1403.i4	8
9792354	9797757	c1	+	Hcv1.av84.c1.g1403.i5	7
9797762	9822040	c1	-	Hcv1.av84.c1.g1404.i1	26
9812476	9834681	c1	-	Hcv1.av84.c1.g1405.i1	2
9823232	9834681	c1	+	Hcv1.av84.c1.g1406.i1	5
9831348	9834058	c1	+	Hcv1.av84.c1.g1406.i2	1
9832956	9834157	c1	+	Hcv1.av84.c1.g1406.i3	1
9834976	9836233	c1	+	Hcv1.av84.c1.g1407.i1	2
9837394	9839494	c1	-	Hcv1.av84.c1.g1408.i1	1
9840608	9846325	c1	-	Hcv1.av84.c1.g1409.i1	6
9840608	9846325	c1	-	Hcv1.av84.c1.g1409.i2	7
9840608	9846325	c1	-	Hcv1.av84.c1.g1409.i3	7
9840608	9846325	c1	-	Hcv1.av84.c1.g1409.i4	6
9840608	9846325	c1	-	Hcv1.av84.c1.g1409.i5	6
9840608	9846325	c1	-	Hcv1.av84.c1.g1409.i6	6
1094276	1097806	c1	-	Hcv1.av84.c1.g141.i1	9
9847581	9849953	c1	+	Hcv1.av84.c1.g1410.i1	5
9850182	9860817	c1	-	Hcv1.av84.c1.g1411.i1	18
9861599	9872349	c1	-	Hcv1.av84.c1.g1412.i1	2
9864729	9869500	c1	+	Hcv1.av84.c1.g1413.i1	3
9875427	9877173	c1	+	Hcv1.av84.c1.g1414.i1	1
9877257	9880415	c1	+	Hcv1.av84.c1.g1415.i1	7
9880689	9884127	c1	+	Hcv1.av84.c1.g1416.i1	6
9880689	9884127	c1	+	Hcv1.av84.c1.g1416.i2	5
9884966	9886573	c1	+	Hcv1.av84.c1.g1417.i1	1
9886646	9889797	c1	+	Hcv1.av84.c1.g1418.i1	4
9894484	9895445	c1	-	Hcv1.av84.c1.g1419.i1	1
1097972	1100922	c1	-	Hcv1.av84.c1.g142.i1	5
9896866	9903733	c1	-	Hcv1.av84.c1.g1420.i1	9
9907022	9921540	c1	+	Hcv1.av84.c1.g1421.i1	16
9907022	9921540	c1	+	Hcv1.av84.c1.g1421.i2	15
9907022	9921540	c1	+	Hcv1.av84.c1.g1421.i3	15
9907022	9921540	c1	+	Hcv1.av84.c1.g1421.i4	14
9922299	9937678	c1	+	Hcv1.av84.c1.g1422.i1	11
9922299	9937678	c1	+	Hcv1.av84.c1.g1422.i2	11
9938060	9951861	c1	+	Hcv1.av84.c1.g1423.i1	13
9942746	9946615	c1	-	Hcv1.av84.c1.g1424.i1	4
9952756	9954141	c1	-	Hcv1.av84.c1.g1425.i1	1
9954142	9956699	c1	+	Hcv1.av84.c1.g1426.i1	4
9954142	9956699	c1	+	Hcv1.av84.c1.g1426.i2	3
9957082	9966955	c1	-	Hcv1.av84.c1.g1427.i1	10
9967150	9968650	c1	-	Hcv1.av84.c1.g1428.i1	1
9971356	9972762	c1	+	Hcv1.av84.c1.g1429.i1	1
1105706	1111004	c1	+	Hcv1.av84.c1.g143.i1	14
9973005	9977025	c1	+	Hcv1.av84.c1.g1430.i1	3
9977280	9979448	c1	+	Hcv1.av84.c1.g1431.i1	4
9980000	9980870	c1	+	Hcv1.av84.c1.g1432.i1	1
9981102	9982671	c1	+	Hcv1.av84.c1.g1433.i1	1
9982623	9985023	c1	-	Hcv1.av84.c1.g1434.i1	2
9982632	9985023	c1	-	Hcv1.av84.c1.g1434.i2	3
9985097	9987600	c1	-	Hcv1.av84.c1.g1435.i1	5
9985097	9987600	c1	-	Hcv1.av84.c1.g1435.i2	7
9987661	9990320	c1	-	Hcv1.av84.c1.g1436.i1	1
9992452	10006123	c1	+	Hcv1.av84.c1.g1437.i1	18
10009589	10013182	c1	-	Hcv1.av84.c1.g1438.i1	7
10013707	10015160	c1	-	Hcv1.av84.c1.g1439.i1	4
10013707	10015160	c1	-	Hcv1.av84.c1.g1439.i2	3
1111264	1123660	c1	-	Hcv1.av84.c1.g144.i1	14
1111264	1123660	c1	-	Hcv1.av84.c1.g144.i2	13
10047295	10051569	c1	+	Hcv1.av84.c1.g1440.i1	7
10047454	10051546	c1	+	Hcv1.av84.c1.g1440.i2	6
10015998	10019218	c1	+	Hcv1.av84.c1.g1441.i1	1
10019240	10021566	c1	+	Hcv1.av84.c1.g1442.i1	1
10032163	10035655	c1	+	Hcv1.av84.c1.g1443.i1	1
10022151	10040214	c1	+	Hcv1.av84.c1.g1444.i1	10
10045455	10046880	c1	-	Hcv1.av84.c1.g1445.i1	1
10052707	10055830	c1	+	Hcv1.av84.c1.g1446.i1	4
10056012	10100630	c1	+	Hcv1.av84.c1.g1447.i1	3
10056012	10056418	c1	+	Hcv1.av84.c1.g1447.i2	2
10057839	10060510	c1	+	Hcv1.av84.c1.g1448.i1	3
10060510	10063634	c1	-	Hcv1.av84.c1.g1449.i1	5
1115601	1116587	c1	-	Hcv1.av84.c1.g145.i1	2
10063752	10064466	c1	-	Hcv1.av84.c1.g1450.i1	3
10064518	10065096	c1	-	Hcv1.av84.c1.g1451.i1	1
10065723	10066563	c1	-	Hcv1.av84.c1.g1452.i1	1
10071501	10093792	c1	+	Hcv1.av84.c1.g1453.i1	40
10076997	10093792	c1	+	Hcv1.av84.c1.g1453.i2	35
10080447	10085516	c1	+	Hcv1.av84.c1.g1453.i3	11
10080447	10085516	c1	+	Hcv1.av84.c1.g1453.i4	11
10094309	10098954	c1	-	Hcv1.av84.c1.g1454.i1	7
10094309	10098954	c1	-	Hcv1.av84.c1.g1454.i2	8
10094309	10098954	c1	-	Hcv1.av84.c1.g1454.i3	6
10094309	10098954	c1	-	Hcv1.av84.c1.g1454.i4	8
10099005	10100099	c1	-	Hcv1.av84.c1.g1455.i1	1
10101332	10117587	c1	+	Hcv1.av84.c1.g1456.i1	8
10118013	10129970	c1	-	Hcv1.av84.c1.g1457.i1	15
10126279	10127666	c1	-	Hcv1.av84.c1.g1458.i1	2
10130248	10138418	c1	-	Hcv1.av84.c1.g1459.i1	10
1123801	1128377	c1	-	Hcv1.av84.c1.g146.i1	2
10138899	10148877	c1	-	Hcv1.av84.c1.g1460.i1	17
10138899	10154295	c1	-	Hcv1.av84.c1.g1460.i2	17
10141260	10148877	c1	-	Hcv1.av84.c1.g1460.i3	13
10152167	10153986	c1	+	Hcv1.av84.c1.g1461.i1	3
10154391	10166497	c1	-	Hcv1.av84.c1.g1462.i1	15
10154391	10166497	c1	-	Hcv1.av84.c1.g1462.i2	13
10154391	10166497	c1	-	Hcv1.av84.c1.g1462.i3	14
10154391	10166497	c1	-	Hcv1.av84.c1.g1462.i4	14
10169305	10170944	c1	+	Hcv1.av84.c1.g1463.i1	1
10169305	10170930	c1	+	Hcv1.av84.c1.g1464.i1	1
10171096	10176301	c1	+	Hcv1.av84.c1.g1465.i1	15
10171096	10176301	c1	+	Hcv1.av84.c1.g1465.i2	15
10178651	10181389	c1	-	Hcv1.av84.c1.g1466.i1	8
10181790	10187971	c1	+	Hcv1.av84.c1.g1467.i1	8
10190019	10192019	c1	+	Hcv1.av84.c1.g1468.i1	2
10192458	10193708	c1	-	Hcv1.av84.c1.g1469.i1	1
1129894	1139127	c1	-	Hcv1.av84.c1.g147.i1	9
10193312	10193934	c1	+	Hcv1.av84.c1.g1470.i1	2
10193956	10201582	c1	+	Hcv1.av84.c1.g1471.i1	4
10193956	10201582	c1	+	Hcv1.av84.c1.g1471.i2	5
10196711	10199009	c1	-	Hcv1.av84.c1.g1472.i1	2
10201638	10216592	c1	+	Hcv1.av84.c1.g1473.i1	18
10201638	10216592	c1	+	Hcv1.av84.c1.g1473.i2	18
10216686	10222951	c1	-	Hcv1.av84.c1.g1474.i1	5
10216686	10242393	c1	-	Hcv1.av84.c1.g1474.i2	5
10216686	10234237	c1	-	Hcv1.av84.c1.g1474.i3	5
10236992	10239810	c1	-	Hcv1.av84.c1.g1475.i1	1
10248341	10253405	c1	+	Hcv1.av84.c1.g1476.i1	3
10252411	10255959	c1	-	Hcv1.av84.c1.g1477.i1	10
10263290	10267623	c1	+	Hcv1.av84.c1.g1478.i1	5
10263290	10267623	c1	+	Hcv1.av84.c1.g1478.i2	5
10268033	10268805	c1	+	Hcv1.av84.c1.g1479.i1	1
1142873	1144755	c1	+	Hcv1.av84.c1.g148.i1	4
10268860	10270696	c1	+	Hcv1.av84.c1.g1480.i1	5
10270748	10272565	c1	+	Hcv1.av84.c1.g1481.i1	3
10273190	10274295	c1	+	Hcv1.av84.c1.g1482.i1	1
10274373	10279371	c1	+	Hcv1.av84.c1.g1483.i1	10
10289150	10294191	c1	-	Hcv1.av84.c1.g1484.i1	13
10294257	10298378	c1	-	Hcv1.av84.c1.g1485.i1	6
10298592	10305140	c1	-	Hcv1.av84.c1.g1486.i1	10
10298592	10305140	c1	-	Hcv1.av84.c1.g1486.i2	10
10307843	10309124	c1	+	Hcv1.av84.c1.g1487.i1	1
10309176	10323300	c1	+	Hcv1.av84.c1.g1488.i1	10
10309176	10323300	c1	+	Hcv1.av84.c1.g1488.i2	9
10317523	10321629	c1	-	Hcv1.av84.c1.g1489.i1	3
1144906	1150875	c1	+	Hcv1.av84.c1.g149.i1	11
10317481	10321629	c1	-	Hcv1.av84.c1.g1490.i1	3
10323532	10331708	c1	+	Hcv1.av84.c1.g1491.i1	8
10324421	10331708	c1	+	Hcv1.av84.c1.g1491.i2	6
10331972	10336462	c1	-	Hcv1.av84.c1.g1492.i1	10
10336974	10338561	c1	+	Hcv1.av84.c1.g1493.i1	1
10338487	10341574	c1	+	Hcv1.av84.c1.g1494.i1	1
10344771	10361736	c1	-	Hcv1.av84.c1.g1495.i1	10
10349219	10357652	c1	+	Hcv1.av84.c1.g1496.i1	6
10353781	10357652	c1	+	Hcv1.av84.c1.g1496.i2	6
10356314	10357895	c1	-	Hcv1.av84.c1.g1497.i1	1
10362264	10366390	c1	+	Hcv1.av84.c1.g1498.i1	11
10366440	10371085	c1	-	Hcv1.av84.c1.g1499.i1	7
103147	195839	c1	+	Hcv1.av84.c1.g15.i1	8
103147	176744	c1	+	Hcv1.av84.c1.g15.i2	8
1150941	1158195	c1	+	Hcv1.av84.c1.g150.i1	12
1150941	1158195	c1	+	Hcv1.av84.c1.g150.i2	13
10371886	10376550	c1	-	Hcv1.av84.c1.g1500.i1	10
10197571	10381143	c1	+	Hcv1.av84.c1.g1501.i1	4
10381164	10381914	c1	-	Hcv1.av84.c1.g1502.i1	1
10388792	10404448	c1	+	Hcv1.av84.c1.g1503.i1	14
10388792	10404448	c1	+	Hcv1.av84.c1.g1503.i2	13
10404992	10414570	c1	-	Hcv1.av84.c1.g1504.i1	8
10415507	10422371	c1	-	Hcv1.av84.c1.g1505.i1	10
10415507	10422371	c1	-	Hcv1.av84.c1.g1505.i2	11
10423099	10434083	c1	-	Hcv1.av84.c1.g1506.i1	10
10423099	10434083	c1	-	Hcv1.av84.c1.g1506.i2	10
10434141	10438399	c1	-	Hcv1.av84.c1.g1507.i1	4
10434141	10438399	c1	-	Hcv1.av84.c1.g1507.i2	5
10444130	10447574	c1	-	Hcv1.av84.c1.g1508.i1	4
10447645	10451500	c1	-	Hcv1.av84.c1.g1509.i1	2
10448763	10451500	c1	-	Hcv1.av84.c1.g1509.i2	2
1158438	1159890	c1	+	Hcv1.av84.c1.g151.i1	2
10451559	10452980	c1	-	Hcv1.av84.c1.g1510.i1	1
10465149	10468472	c1	-	Hcv1.av84.c1.g1511.i1	1
10467415	10469155	c1	-	Hcv1.av84.c1.g1512.i1	2
10470257	10495432	c1	-	Hcv1.av84.c1.g1513.i1	20
10337004	10475182	c1	+	Hcv1.av84.c1.g1514.i1	2
10485999	10488417	c1	+	Hcv1.av84.c1.g1515.i1	1
10491514	10494530	c1	+	Hcv1.av84.c1.g1516.i1	2
10499953	10503039	c1	-	Hcv1.av84.c1.g1517.i1	8
10504298	10505940	c1	-	Hcv1.av84.c1.g1518.i1	1
10510374	10513353	c1	+	Hcv1.av84.c1.g1519.i1	2
1159657	1171494	c1	-	Hcv1.av84.c1.g152.i1	3
1160620	1171494	c1	-	Hcv1.av84.c1.g152.i2	3
1171604	1172030	c1	-	Hcv1.av84.c1.g153.i1	1
1173188	1174903	c1	-	Hcv1.av84.c1.g154.i1	2
1175882	1178321	c1	-	Hcv1.av84.c1.g155.i1	2
1182478	1186847	c1	+	Hcv1.av84.c1.g156.i1	11
1186867	1188982	c1	-	Hcv1.av84.c1.g157.i1	5
1189242	1192259	c1	+	Hcv1.av84.c1.g158.i1	10
1193224	1195866	c1	+	Hcv1.av84.c1.g159.i1	9
139714	148833	c1	+	Hcv1.av84.c1.g16.i1	2
1198952	1200860	c1	+	Hcv1.av84.c1.g160.i1	1
1368277	1371055	c1	-	Hcv1.av84.c1.g161.i1	6
1218658	1222407	c1	-	Hcv1.av84.c1.g162.i1	2
1216133	1295929	c1	+	Hcv1.av84.c1.g163.i1	51
1251616	1257878	c1	+	Hcv1.av84.c1.g164.i1	2
1235697	1242357	c1	+	Hcv1.av84.c1.g165.i1	1
1280559	1286071	c1	+	Hcv1.av84.c1.g166.i1	2
1280559	1286071	c1	+	Hcv1.av84.c1.g166.i2	5
1280559	1286071	c1	+	Hcv1.av84.c1.g166.i3	4
1297067	1300380	c1	+	Hcv1.av84.c1.g167.i1	8
1305226	1306894	c1	+	Hcv1.av84.c1.g168.i1	5
1309061	1310818	c1	+	Hcv1.av84.c1.g169.i1	5
161275	161869	c1	-	Hcv1.av84.c1.g17.i1	1
1314487	1319326	c1	+	Hcv1.av84.c1.g170.i1	7
1314168	1319325	c1	+	Hcv1.av84.c1.g171.i1	7
1330440	1334590	c1	-	Hcv1.av84.c1.g172.i1	8
1330440	1334590	c1	-	Hcv1.av84.c1.g172.i2	7
1330440	1334590	c1	-	Hcv1.av84.c1.g172.i3	5
1330440	1334590	c1	-	Hcv1.av84.c1.g172.i4	5
1340013	1362120	c1	-	Hcv1.av84.c1.g173.i1	12
1340013	1362120	c1	-	Hcv1.av84.c1.g173.i2	13
1349657	1362120	c1	-	Hcv1.av84.c1.g173.i3	8
1363957	1364382	c1	+	Hcv1.av84.c1.g174.i1	1
1365071	1368531	c1	+	Hcv1.av84.c1.g175.i1	11
1368672	1375152	c1	-	Hcv1.av84.c1.g176.i1	7
1377853	1382705	c1	+	Hcv1.av84.c1.g177.i1	1
1382710	1386002	c1	+	Hcv1.av84.c1.g178.i1	1
1387604	1391000	c1	+	Hcv1.av84.c1.g179.i1	1
172846	176743	c1	+	Hcv1.av84.c1.g18.i1	6
1391482	1401878	c1	+	Hcv1.av84.c1.g180.i1	7
1401650	1404400	c1	-	Hcv1.av84.c1.g181.i1	7
1401651	1404400	c1	-	Hcv1.av84.c1.g181.i2	6
1401651	1404400	c1	-	Hcv1.av84.c1.g181.i3	6
1405170	1410239	c1	-	Hcv1.av84.c1.g182.i1	1
1411511	1413446	c1	+	Hcv1.av84.c1.g183.i1	4
1413493	1418940	c1	+	Hcv1.av84.c1.g184.i1	6
1419937	1421961	c1	+	Hcv1.av84.c1.g185.i1	5
1419937	1421961	c1	+	Hcv1.av84.c1.g185.i2	4
1419937	1421961	c1	+	Hcv1.av84.c1.g185.i3	5
1419937	1421961	c1	+	Hcv1.av84.c1.g185.i4	5
1422085	1431224	c1	-	Hcv1.av84.c1.g186.i1	18
1422085	1431224	c1	-	Hcv1.av84.c1.g186.i2	18
1422085	1430033	c1	-	Hcv1.av84.c1.g186.i3	13
1433701	1445658	c1	+	Hcv1.av84.c1.g187.i1	13
1433701	1445658	c1	+	Hcv1.av84.c1.g187.i2	14
1441203	1441552	c1	+	Hcv1.av84.c1.g188.i1	1
1448198	1451631	c1	-	Hcv1.av84.c1.g189.i1	5
